,tok_src,tok_trg,tok_pred,smi_src,smi_trg,smi_pred,Tc
2493,O=CccccF)cc6))))))NCCCCO)C6,O=CO)ccccF)cc6.OCCCCNC6,O=CCl)ccccF)cc6.OCCCCNC6,O=C(c1ccc(F)cc1)N2CCCC(O)C2,O=C(O)c1ccc(F)cc1.OC2CCCNC2,O=C(Cl)c1ccc(F)cc1.OC2CCCNC2,0.8076923076923077
2494,COccccS=O)=O)NCCCC5C=O)O))))))))cc6,COccccS=O)=O)Cl))cc6.O=CO)[C@@H]CCCN5,COccccS=O)=O)NCCCC5C=O)OCcccccc6)))))))))))))))cc6,COc2ccc(S(=O)(=O)N1CCCC1C(=O)O)cc2,COc1ccc(S(=O)(=O)Cl)cc1.O=C(O)[C@@H]2CCCN2,COc3ccc(S(=O)(=O)N1CCCC1C(=O)OCc2ccccc2)cc3,0.4065934065934066
2495,CccC=O)NCCCNCC6))))))))nn-ccccCl)cc6Cl)))))))c5-ccccCl)cc6,CccC=O)NCCCNC=O)OCC)C)C))))CC6))))))))nn-ccccCl)cc6Cl)))))))c5-ccccCl)cc6,CccC=O)NCCCNC=O)OCC)C)C))))CC6))))))))nn-ccccCl)cc6Cl)))))))c5-ccccCl)cc6,Cc3c(C(=O)NC1CCNCC1)nn(-c2ccc(Cl)cc2Cl)c3-c4ccc(Cl)cc4,Cc3c(C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1)nn(-c2ccc(Cl)cc2Cl)c3-c4ccc(Cl)cc4,Cc3c(C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1)nn(-c2ccc(Cl)cc2Cl)c3-c4ccc(Cl)cc4,1.0
2496,NcccCF)F))ccn6,CCC)C)OC=O)NcccCF)F))ccn6,CC#N.FCF)cccncCl)c6,Nc1cc(C(F)F)ccn1,CC(C)(C)OC(=O)Nc1cc(C(F)F)ccn1,CC#N.FC(F)c1ccnc(Cl)c1,0.41818181818181815
2497,COC=O)ccccCNccccC=CccccF)cc6)))))))C=O)NCCC3))))))cc6))))))))cc6,COC=O)ccccC=O))cc6.NccccC=CccccF)cc6)))))))C=O)NCCC3))))))cc6,COC=O)ccccCNccccC=CccccF)cc6)))))))C=O)O)))cc6))))))))cc6.NCCC3,COC(=O)c4ccc(CNc3ccc(C(=Cc1ccc(F)cc1)C(=O)NC2CC2)cc3)cc4,COC(=O)c1ccc(C=O)cc1.Nc4ccc(C(=Cc2ccc(F)cc2)C(=O)NC3CC3)cc4,COC(=O)c3ccc(CNc2ccc(C(=Cc1ccc(F)cc1)C(=O)O)cc2)cc3.NC4CC4,0.6293103448275862
2498,OCCCNCCCcnocccF)ccc96)))))))))CC6)))))))cccccc6,O=CO)CCNCCCcnocccF)ccc96)))))))))CC6)))))))cccccc6,FcccccCCCNCC6))))))noc5c9.OCCCCl))cccccc6,OCC(CN3CCC(c1noc2cc(F)ccc12)CC3)c4ccccc4,O=C(O)C(CN3CCC(c1noc2cc(F)ccc12)CC3)c4ccccc4,Fc3ccc2c(C1CCNCC1)noc2c3.OCC(CCl)c4ccccc4,0.5918367346938775
2499,COC=O)ccccccC=O)CCC)C)C3C)C)))))c[nH]c95,CCC)CC=O)Cl))C3C)C.COC=O)ccccccc[nH]c95,CCC)CC=O)Cl))C3C)C.COC=O)ccccccc[nH]c95,COC(=O)c2cccc3c(C(=O)C1C(C)(C)C1(C)C)c[nH]c23,CC1(C)C(C(=O)Cl)C1(C)C.COC(=O)c2cccc3cc[nH]c23,CC1(C)C(C(=O)Cl)C1(C)C.COC(=O)c2cccc3cc[nH]c23,1.0
2500,CCC=O)cccc-ccccCcnc-ccccCl)cc6Cl)))))))cn5-ccccNCC=O)OC)))))cc6))))))))))))cc6))))))cc6,CCC=O)ccccBO)O))cc6.COC=O)CNcccc-ncc-ccccCl)cc6Cl)))))))nc5CccccBr)cc6))))))))))))cc6,CCC=O)ccccBO)O))cc6.COC=O)CNcccc-ncc-ccccCl)cc6Cl)))))))nc5CccccBr)cc6))))))))))))cc6,CCC(=O)c5ccc(-c4ccc(Cc2nc(-c1ccc(Cl)cc1Cl)cn2-c3ccc(NCC(=O)OC)cc3)cc4)cc5,CCC(=O)c1ccc(B(O)O)cc1.COC(=O)CNc5ccc(-n3cc(-c2ccc(Cl)cc2Cl)nc3Cc4ccc(Br)cc4)cc5,CCC(=O)c1ccc(B(O)O)cc1.COC(=O)CNc5ccc(-n3cc(-c2ccc(Cl)cc2Cl)nc3Cc4ccc(Br)cc4)cc5,1.0
2501,COC=O)[C@@H]C[C@@H]S=O)=O)ccccF)cc6CF)F)F)))))))))CN5,COC=O)[C@@H]C[C@@H]S=O)=O)ccccF)cc6CF)F)F)))))))))CN5C=O)OCC)C)C,COC=O)[C@@H]C[C@@H]S=O)=O)ccccF)cc6CF)F)F)))))))))CN5C=O)OCC)C)C,COC(=O)[C@@H]2C[C@@H](S(=O)(=O)c1ccc(F)cc1C(F)(F)F)CN2,COC(=O)[C@@H]2C[C@@H](S(=O)(=O)c1ccc(F)cc1C(F)(F)F)CN2C(=O)OC(C)(C)C,COC(=O)[C@@H]2C[C@@H](S(=O)(=O)c1ccc(F)cc1C(F)(F)F)CN2C(=O)OC(C)(C)C,1.0
2502,CCC)C[C@H]NC=O)cccccccc6s9)))))))))))C=O)NCCCCCCN6C=O)OCC)C)C,CCC)C[C@H]N)C=O)NCCCCCCN6C=O)OCC)C)C.O=CO)cccccccc6s9,CCC)C)OC=O)NCCCCC6CN.CCC)C[C@H]NC=O)cccccccc6s9)))))))))))C=O)O,CC(C)C[C@H](NC(=O)c2cc1ccccc1s2)C(=O)NCC3CCCCN3C(=O)OC(C)(C)C,CC(C)C[C@H](N)C(=O)NCC1CCCCN1C(=O)OC(C)(C)C.O=C(O)c3cc2ccccc2s3,CC(C)(C)OC(=O)N1CCCCC1CN.CC(C)C[C@H](NC(=O)c3cc2ccccc2s3)C(=O)O,0.7431192660550459
2503,CCOC=O)cccccc6)CCC)C)Cccccc-ccccC=O)O))cc6))))))c6))))))N6,CCOC=O)cccccc6)CCC)C)CcccccBr)c6))))))N6.O=CO)ccccBO)O))cc6,CCOC=O)cccccc6)CCC)C)CcccccBr)c6))))))N6.O=CO)ccccBO)O))cc6,CCOC(=O)c1ccc4c(c1)CC(C)(C)C(c3cccc(-c2ccc(C(=O)O)cc2)c3)N4,CCOC(=O)c1ccc3c(c1)CC(C)(C)C(c2cccc(Br)c2)N3.O=C(O)c4ccc(B(O)O)cc4,CCOC(=O)c1ccc3c(c1)CC(C)(C)C(c2cccc(Br)c2)N3.O=C(O)c4ccc(B(O)O)cc4,1.0
2504,CCC)NCCNcccccO)c6))))))CC6,CC=O)O[BH-]OCC)=O)))OCC)=O.OcccccNCCNCC6))))))c6,CCC)NCCNcccccOCcccccc6))))))))c6))))))CC6,CC(C)N2CCN(c1cccc(O)c1)CC2,CC(=O)O[BH-](OC(C)=O)OC(C)=O.Oc2cccc(N1CCNCC1)c2,CC(C)N3CCN(c2cccc(OCc1ccccc1)c2)CC3,0.24324324324324326
2505,C=CCNcncNCCC)C)C))))ncccc[N+]=O)[O-]))cc%106,C=CCNcncCl)ncccc[N+]=O)[O-]))cc%106.CCC)C)CN,C=CCN.CCC)C)CNcncCl)ccc[N+]=O)[O-]))ccc6n%10,C=CCNc1nc(NCC(C)(C)C)nc2ccc([N+](=O)[O-])cc12,C=CCNc1nc(Cl)nc2ccc([N+](=O)[O-])cc12.CC(C)(C)CN,C=CCN.CC(C)(C)CNc2nc(Cl)c1cc([N+](=O)[O-])ccc1n2,0.68
2506,CCOCC=O)NccC)ccOC=O)NC))))cc6C,CCOCC=O)NccC)ccO)cc6C.CN=C=O,CCOCC=O)Cl.CNC=O)OcccC)cN)cC)c6,CCOCC(=O)Nc1c(C)cc(OC(=O)NC)cc1C,CCOCC(=O)Nc1c(C)cc(O)cc1C.CN=C=O,CCOCC(=O)Cl.CNC(=O)Oc1cc(C)c(N)c(C)c1,0.40789473684210525
2507,O=CO)CCCcccccccccccccccccc%18cc6c%10c%14c%18c%226,O=CO)CCC=O)cccccccccccccccccc%18cc6c%10c%14c%18c%226,CCOC=O)CCCccccccccccccccccc6c%10c%14c%18%14,O=C(O)CCCc1cc6ccc5ccc4ccc3ccc2ccc1c7c2c3c4c5c67,O=C(O)CCC(=O)c1cc6ccc5ccc4ccc3ccc2ccc1c7c2c3c4c5c67,CCOC(=O)CCCccc4ccc3c5cc2ccc1ccccc1c2c3c45,0.0
2508,CcccCOccccC=O)NCCNCCNCccccnc6)))))))CC6))))))C=O)NC=O)NC6=O))))))))))cc6))))))))cccccc6n%10,CcccCOccccC=O)NCCNCCNCC6))))))C=O)NC=O)NC6=O))))))))))cc6))))))))cccccc6n%10.O=Cccccnc6,CcccCOccccC=O)NCCNCCNCC6))))))C=O)NC=O)NC6=O))))))))))cc6))))))))cccccc6n%10.O=Cccccnc6,Cc6cc(COc4ccc(C(=O)NCC3(N2CCN(Cc1cccnc1)CC2)C(=O)NC(=O)NC3=O)cc4)c5ccccc5n6,Cc5cc(COc3ccc(C(=O)NCC2(N1CCNCC1)C(=O)NC(=O)NC2=O)cc3)c4ccccc4n5.O=Cc6cccnc6,Cc5cc(COc3ccc(C(=O)NCC2(N1CCNCC1)C(=O)NC(=O)NC2=O)cc3)c4ccccc4n5.O=Cc6cccnc6,1.0
2509,COCCOCOCCCOCC)C)O5,CCC)OCCCO))O5.COCCOCCl,CCC)OCCCO))O5.COCCOCCl,COCCOCOCC1COC(C)(C)O1,CC1(C)OCC(CO)O1.COCCOCCl,CC1(C)OCC(CO)O1.COCCOCCl,1.0
2510,CCOC=O)COccC=O)O))sc-cccccNC=O)NC)))CCCCCC6)))))))c6))))))c5Br,CCO.CNC=O)Nccccc-cscC=O)O))cOCC=O)O))))c5Br))))))c6))))))CCCCCC6,CCOC=O)COccC=O)OCC))))sc-cccccNC=O)NC)))CCCCCC6)))))))c6))))))c5Br,CCOC(=O)COc3c(C(=O)O)sc(-c2cccc(N(C(=O)NC)C1CCCCC1)c2)c3Br,CCO.CNC(=O)N(c2cccc(-c1sc(C(=O)O)c(OCC(=O)O)c1Br)c2)C3CCCCC3,CCOC(=O)COc3c(C(=O)OCC)sc(-c2cccc(N(C(=O)NC)C1CCCCC1)c2)c3Br,0.7117117117117117
2511,CcccNC=O)cccNCCCCCC6)))))))ncn6))))))))cC)cc6O,CcccO)cC)cc6N.O=CO)cccNCCCCCC6)))))))ncn6,CcccNC=O)cccCl)ncn6))))))))cC)cc6O.NCCCCCC6,Cc3cc(NC(=O)c2cc(NC1CCCCC1)ncn2)c(C)cc3O,Cc1cc(O)c(C)cc1N.O=C(O)c3cc(NC2CCCCC2)ncn3,Cc2cc(NC(=O)c1cc(Cl)ncn1)c(C)cc2O.NC3CCCCC3,0.5652173913043478
2512,C[Si]C)C)CCOCnccnc5CNCcnccn5COCC[Si]C)C)C))))))))))))C=O)ccccCNCCCCN)))))C=O)OCcccccc6)))))))))))cc6,CCC)C)OC=O)NCCCCNCccccC=O)NCcnccn5COCC[Si]C)C)C))))))))))))Ccnccn5COCC[Si]C)C)C))))))))))))))cc6)))))))C=O)OCcccccc6,C[Si]C)C)CCOCnccnc5CNCcnccn5COCC[Si]C)C)C))))))))))))C=O)ccccCNCCCCNC=O)OCCcccccc6-cccccc6%13)))))))))))))))))))C=O)OCcccccc6))))))))))cc6,C[Si](C)(C)CCOCn1ccnc1CN(Cc2nccn2COCC[Si](C)(C)C)C(=O)c4ccc(CN(CCCCN)C(=O)OCc3ccccc3)cc4,CC(C)(C)OC(=O)NCCCCN(Cc3ccc(C(=O)N(Cc1nccn1COCC[Si](C)(C)C)Cc2nccn2COCC[Si](C)(C)C)cc3)C(=O)OCc4ccccc4,C[Si](C)(C)CCOCn1ccnc1CN(Cc2nccn2COCC[Si](C)(C)C)C(=O)cccc7CNC(C(CCNC(=O)OCC5c3ccccc3-c4ccccc45)C(=O)OCc6ccccc6)cc7,0.0
2513,O=CO)ccccccc-ccccOCcc-ccCl)cccc6Cl)))))))noc5CCCC4)))))))))))cc6))))))ccc%106,COC=O)ccccccc-ccccOCcc-ccCl)cccc6Cl)))))))noc5CCCC4)))))))))))cc6))))))ccc%106,COC=O)ccccccc-ccccOCcc-ccCl)cccc6Cl)))))))noc5CCCC4)))))))))))cc6))))))ccc%106,O=C(O)c5cccc6cc(-c4ccc(OCc2c(-c1c(Cl)cccc1Cl)noc2C3CCC3)cc4)ccc56,COC(=O)c5cccc6cc(-c4ccc(OCc2c(-c1c(Cl)cccc1Cl)noc2C3CCC3)cc4)ccc56,COC(=O)c5cccc6cc(-c4ccc(OCc2c(-c1c(Cl)cccc1Cl)noc2C3CCC3)cc4)ccc56,1.0
2514,CCOC=O)ccnnccC#N))cNccccOcccccc6OCC)C)C=O)NCCO))))))))))))))cc6)))))))c6c9C,CCC)Occcccc6OccccN)cc6))))))))))))))C=O)NCCO.CCOC=O)ccnnccC#N))cCl)c6c9C,CCOC=O)ccnnccC#N))cNccccOcccccc6OCC)C)C=O)O)))))))))))cc6)))))))c6c9C.NCCO,CCOC(=O)c4cn3ncc(C#N)c(Nc2ccc(Oc1ccccc1OC(C)(C)C(=O)NCCO)cc2)c3c4C,CC(C)(Oc1ccccc1Oc2ccc(N)cc2)C(=O)NCCO.CCOC(=O)c4cn3ncc(C#N)c(Cl)c3c4C,CCOC(=O)c4cn3ncc(C#N)c(Nc2ccc(Oc1ccccc1OC(C)(C)C(=O)O)cc2)c3c4C.NCCO,0.7238805970149254
2515,CCC)CCOcccccc6)))))))ccccC=O)O))cc6,COC=O)ccccCCCC)C)))Occcccc6))))))))cc6,COC=O)ccccCCCC)C)))Occcccc6))))))))cc6,CC(C)CC(Oc1ccccc1)c2ccc(C(=O)O)cc2,COC(=O)c2ccc(C(CC(C)C)Oc1ccccc1)cc2,COC(=O)c2ccc(C(CC(C)C)Oc1ccccc1)cc2,1.0
2516,CCS=O)=O)Ncccc-cncnccc-ccccF)cc6))))))sc95)))))))))cc6,CCS=O)=O)Cl.Ncccc-cncnccc-ccccF)cc6))))))sc95)))))))))cc6,CCS=O)=O)Ncccc-cncncccBr)sc95)))))))))cc6.OBO)ccccF)cc6,CCS(=O)(=O)Nc4ccc(-c2ncnc3cc(-c1ccc(F)cc1)sc23)cc4,CCS(=O)(=O)Cl.Nc4ccc(-c2ncnc3cc(-c1ccc(F)cc1)sc23)cc4,CCS(=O)(=O)Nc3ccc(-c1ncnc2cc(Br)sc12)cc3.OB(O)c4ccc(F)cc4,0.5794392523364486
2517,CccCCC3)))c=O)n-ccccF)cc6))))))n5C,CccBr)c=O)n-ccccF)cc6))))))n5C.OBO)CCC3,CC=O)CCC3.CNcccF)ccc6N=C=O,Cc3c(C1CC1)c(=O)n(-c2ccc(F)cc2)n3C,Cc2c(Br)c(=O)n(-c1ccc(F)cc1)n2C.OB(O)C3CC3,CC(=O)C1CC1.CNc2cc(F)ccc2N=C=O,0.24705882352941178
2518,CCCCcnocc5COccccC=O)O))cn6,CCCCcnocc5COccccC=O)OC)))cn6,CCCCcnocc5COccccC=O)OC)))cn6,CCCCc1nocc1COc2ccc(C(=O)O)cn2,CCCCc1nocc1COc2ccc(C(=O)OC)cn2,CCCCc1nocc1COc2ccc(C(=O)OC)cn2,1.0
2519,CCOcccCNCCCNcncccccOC))c6o9))))))))))CC6)))))))ccOCC)))c6-ncccc5,CCOcccC=O))ccOCC)))c6-ncccc5.COcccccncNCCCNCC6)))))))oc95,CCOcccC=O))ccOCC)))c6-ncccc5.COcccccncNCCCNCC6)))))))oc95,CCOc4cc(CN3CCC(Nc2nc1cccc(OC)c1o2)CC3)cc(OCC)c4-n5cccc5,CCOc1cc(C=O)cc(OCC)c1-n2cccc2.COc4cccc5nc(NC3CCNCC3)oc45,CCOc1cc(C=O)cc(OCC)c1-n2cccc2.COc4cccc5nc(NC3CCNCC3)oc45,1.0
2520,COC=O)cccC#CCO)cccccc6)CC)C)CCC6C)C)))))))))))))cn5C=O)OCC)C)C,C#CCO)cccccc6)CC)C)CCC6C)C.COC=O)cccI)cn5C=O)OCC)C)C,COC=O)cccC#CC=O)cccccc6)CC)C)CCC6C)C)))))))))))))cn5C=O)OCC)C)C,COC(=O)c3cc(C#CC(O)c1ccc2c(c1)C(C)(C)CCC2(C)C)cn3C(=O)OC(C)(C)C,C#CC(O)c1ccc2c(c1)C(C)(C)CCC2(C)C.COC(=O)c3cc(I)cn3C(=O)OC(C)(C)C,COC(=O)c3cc(C#CC(=O)c1ccc2c(c1)C(C)(C)CCC2(C)C)cn3C(=O)OC(C)(C)C,0.6788990825688074
2521,COCCNCCccccNcnccccc-cccccc6))))))n5n9))))))))))cc6CC%11,COCCNCCccccNcncccccBr)n5n9))))))))))cc6CC%11.OBO)cccccc6,COCCNCCccccN)cc6CC%11.Clcnccccc-cccccc6))))))n5n9,COCCN5CCc4ccc(Nc3ncc2ccc(-c1ccccc1)n2n3)cc4CC5,COCCN4CCc3ccc(Nc2ncc1ccc(Br)n1n2)cc3CC4.OB(O)c5ccccc5,COCCN2CCc1ccc(N)cc1CC2.Clc5ncc4ccc(-c3ccccc3)n4n5,0.6033057851239669
2522,CNC)CccOCCCC3)))))ccccCCCCCNCcccsc5))))))CC6))))))))noc95,CNC)CccOCCCC3)))))ccccCCCCCNCC6))))))))noc95.O=Ccccsc5,CNC)CccOCCCC3)))))ccccCCCCCNCC6))))))))noc95.O=Ccccsc5,CN(C)Cc4c(OCC1CC1)ccc5c(CCC3CCN(Cc2ccsc2)CC3)noc45,CN(C)Cc3c(OCC1CC1)ccc4c(CCC2CCNCC2)noc34.O=Cc5ccsc5,CN(C)Cc3c(OCC1CC1)ccc4c(CCC2CCNCC2)noc34.O=Cc5ccsc5,1.0
2523,COC=O)ccccCl)cC=O)CCC)=O))))c6Cl,COC=O)ccccCl)cC=O)CCC)=O))C=O)OCC)C)C))))))c6Cl,CC=O)CC=O)Cl.COC=O)ccccCl)cc6Cl,COC(=O)c1ccc(Cl)c(C(=O)CC(C)=O)c1Cl,COC(=O)c1ccc(Cl)c(C(=O)C(C(C)=O)C(=O)OC(C)(C)C)c1Cl,CC(=O)CC(=O)Cl.COC(=O)c1ccc(Cl)cc1Cl,0.3950617283950617
2524,OcccO)cC=NNccCl)ccCF)F)F))cc6Cl))))))))))cO)c6,NNccCl)ccCF)F)F))cc6Cl.O=CccO)ccO)cc6O,NNccCl)ccCF)F)F))cc6Cl.O=CccO)ccO)cc6O,Oc2cc(O)c(C=NNc1c(Cl)cc(C(F)(F)F)cc1Cl)c(O)c2,NNc1c(Cl)cc(C(F)(F)F)cc1Cl.O=Cc2c(O)cc(O)cc2O,NNc1c(Cl)cc(C(F)(F)F)cc1Cl.O=Cc2c(O)cc(O)cc2O,1.0
2525,COC=O)cccNC=O)ccccCl)cc6Cl)))))))))ccC=O)ccccNC)ccccCl)cc6)))))))cc6)))))))c6,COC=O)cccN)ccC=O)ccccNC)ccccCl)cc6)))))))cc6)))))))c6.O=CCl)ccccCl)cc6Cl,COC=O)cccN)ccC=O)ccccNC)ccccCl)cc6)))))))cc6)))))))c6.O=CCl)ccccCl)cc6Cl,COC(=O)c4cc(NC(=O)c1ccc(Cl)cc1Cl)cc(C(=O)c3ccc(N(C)c2ccc(Cl)cc2)cc3)c4,COC(=O)c3cc(N)cc(C(=O)c2ccc(N(C)c1ccc(Cl)cc1)cc2)c3.O=C(Cl)c4ccc(Cl)cc4Cl,COC(=O)c3cc(N)cc(C(=O)c2ccc(N(C)c1ccc(Cl)cc1)cc2)c3.O=C(Cl)c4ccc(Cl)cc4Cl,1.0
2526,N#CccccC#CCCCCCC6))))))))nc6,C#CCCCCCC6.N#CccccCl)nc6,C#CCCCCCC6.N#CccccBr)nc6,N#Cc2ccc(C#CC1CCCCC1)nc2,C#CC1CCCCC1.N#Cc2ccc(Cl)nc2,C#CC1CCCCC1.N#Cc2ccc(Br)nc2,0.7777777777777778
2527,O=CCCl))Nccccc[N+]=O)[O-]))c6O,Nccccc[N+]=O)[O-]))c6O.O=CO)CCl,Nccccc[N+]=O)[O-]))c6O.O=CCl)CCl,O=C(CCl)Nc1cccc([N+](=O)[O-])c1O,Nc1cccc([N+](=O)[O-])c1O.O=C(O)CCl,Nc1cccc([N+](=O)[O-])c1O.O=C(Cl)CCl,0.8181818181818182
2528,O=CNCC=O)NCCOcccccc6Cl))))))))C4)))))))ccn-ccccnc6))))))nn5,Clcccccc6OCCNC4.O=CO)CNC=O)ccn-ccccnc6))))))nn5,Clcccccc6OCCNC4.O=CO)CNC=O)ccn-ccccnc6))))))nn5,O=C(NCC(=O)N2CC(Oc1ccccc1Cl)C2)c4cn(-c3cccnc3)nn4,Clc1ccccc1OC2CNC2.O=C(O)CNC(=O)c4cn(-c3cccnc3)nn4,Clc1ccccc1OC2CNC2.O=C(O)CNC(=O)c4cn(-c3cccnc3)nn4,1.0
2529,CCOcccccOcccc[N+]=O)[O-]))cc6)))))))c6,CCOcccccO)c6.O=[N+][O-])ccccF)cc6,CCOcccccO)c6.O=[N+][O-])ccccF)cc6,CCOc2cccc(Oc1ccc([N+](=O)[O-])cc1)c2,CCOc1cccc(O)c1.O=[N+]([O-])c2ccc(F)cc2,CCOc1cccc(O)c1.O=[N+]([O-])c2ccc(F)cc2,1.0
2530,CCOccccCF)F)F))cc6-ccccnncCl)nc95,CCOccccCF)F)F))cc6BO)O.ClcnccBr)cccn6n9,CCOccccCF)F)F))cc6BO)O.ClcnccBr)cccn6n9,CCOc1ccc(C(F)(F)F)cc1-c2cccn3nc(Cl)nc23,CCOc1ccc(C(F)(F)F)cc1B(O)O.Clc3nc2c(Br)cccn2n3,CCOc1ccc(C(F)(F)F)cc1B(O)O.Clc3nc2c(Br)cccn2n3,1.0
2531,Ccnccn5CCCO,Ccncc[nH]5.OCCCCl,Ccncc[nH]5.ClCCCO,Cc1nccn1CCCO,Cc1ncc[nH]1.OCCCCl,Cc1ncc[nH]1.ClCCCO,1.0
2532,COcccOC))cc-ccC)nncC)c6-ccF)ccF)cc6F)))))))))))))c6,COcccOC))cc-ccC)nncCl)c6-ccF)ccF)cc6F)))))))))))))c6.O=C[O-])[O-],COcccOC))cc-ccC)nncC)c6Br)))))))c6.OBO)ccF)ccF)cc6F,COc3cc(OC)cc(-c1c(C)nnc(C)c1-c2c(F)cc(F)cc2F)c3,COc3cc(OC)cc(-c1c(C)nnc(Cl)c1-c2c(F)cc(F)cc2F)c3.O=C([O-])[O-],COc2cc(OC)cc(-c1c(C)nnc(C)c1Br)c2.OB(O)c3c(F)cc(F)cc3F,0.6176470588235294
2533,O=Cccccnc6))))))NCccc=O)[nH]ccF)cccc%106)))))))))))cccccCl)c6,O=CO)ccccnc6.O=cccCNcccccCl)c6))))))))cccccF)c6[nH]%10,O=CO)ccccnc6.O=cccCNcccccCl)c6))))))))cccccF)c6[nH]%10,O=C(c1cccnc1)N(Cc2cc(=O)[nH]c3c(F)cccc23)c4cccc(Cl)c4,O=C(O)c1cccnc1.O=c4cc(CNc2cccc(Cl)c2)c3cccc(F)c3[nH]4,O=C(O)c1cccnc1.O=c4cc(CNc2cccc(Cl)c2)c3cccc(F)c3[nH]4,1.0
2534,NCCNccccNCCOC5=O))))))cc6[N+]=O)[O-],NCCN.O=COCCN5ccccF)c[N+]=O)[O-]))c6,NCCN.O=COCCN5ccccCl)c[N+]=O)[O-]))c6,NCCNc2ccc(N1CCOC1=O)cc2[N+](=O)[O-],NCCN.O=C1OCCN1c2ccc(F)c([N+](=O)[O-])c2,NCCN.O=C1OCCN1c2ccc(Cl)c([N+](=O)[O-])c2,0.7966101694915254
2535,Ccoc-ccccs5)))))nc5COccccCNCC=O)O)))S=O)=O)NC)C)))))cc6,CCOC=O)CNCccccOCcnc-ccccs5)))))oc5C))))))))cc6)))))))S=O)=O)NC)C,CCOC=O)CNCccccOCcnc-ccccs5)))))oc5C))))))))cc6)))))))S=O)=O)NC)C,Cc2oc(-c1cccs1)nc2COc3ccc(CN(CC(=O)O)S(=O)(=O)N(C)C)cc3,CCOC(=O)CN(Cc3ccc(OCc2nc(-c1cccs1)oc2C)cc3)S(=O)(=O)N(C)C,CCOC(=O)CN(Cc3ccc(OCc2nc(-c1cccs1)oc2C)cc3)S(=O)(=O)N(C)C,1.0
2536,C[C@H]CNCcccccc6)))))))C=O)[C@H]C)N6cnccC=O)N[C@@H]CNCCC6CC6))))))))))cccc6o9,C[C@H]CNCcccccc6)))))))C=O)[C@H]C)N6cnccC=O)O))cccc6o9.N[C@@H]CNCCC6CC6,C[C@H]CNCcccccc6)))))))C=O)[C@H]C)N6cnccC=O)O))cccc6o9.N[C@@H]CNCCC6CC6,C[C@H]2CN(Cc1ccccc1)C(=O)[C@H](C)N2c6nc5c(C(=O)N[C@@H]3CN4CCC3CC4)cccc5o6,C[C@H]2CN(Cc1ccccc1)C(=O)[C@H](C)N2c4nc3c(C(=O)O)cccc3o4.N[C@@H]5CN6CCC5CC6,C[C@H]2CN(Cc1ccccc1)C(=O)[C@H](C)N2c4nc3c(C(=O)O)cccc3o4.N[C@@H]5CN6CCC5CC6,1.0
2537,COccc-cnnCCNCCO))))))cncncN)c96)))))))))ccc6NC=O)cccccccc6n9C,COccc-cnnCCOSC)=O)=O)))))cncncN)c96)))))))))ccc6NC=O)cccccccc6n9C.NCCO,COccc-cnnCCNCCO))))))cncncN)c96)))))))))ccc6N.CncC=O)O))ccccccc69,COc3cc(-c1nn(CCNCCO)c2ncnc(N)c12)ccc3NC(=O)c5cc4ccccc4n5C,COc3cc(-c1nn(CCOS(C)(=O)=O)c2ncnc(N)c12)ccc3NC(=O)c5cc4ccccc4n5C.NCCO,COc3cc(-c1nn(CCNCCO)c2ncnc(N)c12)ccc3N.Cn5c(C(=O)O)cc4ccccc45,0.664179104477612
2538,Ccn[nH]ccC)ccC=O)NCCCCC6))CccnnCC)C))c5C=O)N9)))))))))))))cc96,CCC)nnccc5C=O)NCCCNCC6)))))C6.Ccn[nH]ccC)ccC=O)O))cc96,CCC)nnccc5C=O)NCCC=O)CC6)))))C6.Ccn[nH]ccC)ccC=O)O))cc96,Cc4n[nH]c5c(C)cc(C(=O)N1CCC3(CC1)Cc2cnn(C(C)C)c2C(=O)N3)cc45,CC(C)n1ncc3c1C(=O)NC2(CCNCC2)C3.Cc4n[nH]c5c(C)cc(C(=O)O)cc45,CC(C)n1nc3cc1C(=O)N2(CCC(=O)CC2)C3.Cc4n[nH]c5c(C)cc(C(=O)O)cc45,0.0
2539,CcnocC)c5C=O)NC)CcncNC=O)NCcccccF)c6))))))))))sc5C#N,CcnocC)c5C=O)NC)CcncNC=O)NCcccccF)c6))))))))))sc5Br.N#C[Cu],CcnocC)c5C=O)O.CNCcncNC=O)NCcccccF)c6))))))))))sc5C#N,Cc1noc(C)c1C(=O)N(C)Cc3nc(NC(=O)NCc2cccc(F)c2)sc3C#N,Cc1noc(C)c1C(=O)N(C)Cc3nc(NC(=O)NCc2cccc(F)c2)sc3Br.N#C[Cu],Cc1noc(C)c1C(=O)O.CNCc3nc(NC(=O)NCc2cccc(F)c2)sc3C#N,0.6698113207547169
